index,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
159,106196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,915,Non Profit Corp.,Kaiser Foundation Health,,626-405-5000,1011 BALDWIN PARK BLVD.,BALDWIN PARK,91706,JULIE MILLER-PHIPPS,272,272,153,85,963,52,192,0,0,54,1224,0,19,2589,0,395,4336,325,570,0,0,243,3979,0,44,9892,0,652,27442,690,7697,0,2,1954,57681,0,1134,97252,8818638,77138639,5377453,8828363,0,0,3805154,62399285,0,1232971,167600503,3986149,119208684,3651092,23488284,0,15801,7699916,184048973,0,2694613,344793512,927990,9888533,160492639,7808336,28591224,0,0,15801,7650728,150187346,0,1404439,0,0,0,4106119,371073155,0,0,0,0,0,2795320,35413962,1813534,3229141,0,0,3361989,94564794,0,142120,141320860,19952496,153344262,0,0,146,1169,9318415,0,13322733,256007622,0,0,0,0,0,0,0,0,0,0,0,0,0
160,106196403,KAISER FOUNDATION HOSPITAL - DOWNEY,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,921,Non Profit Corp.,Kaiser Foundation Health,,626-405-5000,9333 IMPERIAL HIGHWAY,DOWNEY,90242,JULIE MILLER-PHIPPS,352,352,247,100,1401,78,361,0,0,63,1892,0,11,3906,0,667,7192,431,1297,0,0,289,7595,0,53,17524,0,452,13624,779,6524,0,0,1000,31090,0,448,53917,13448846,129344769,10959644,19782833,0,0,6959986,132138524,0,169428,312804030,4416860,103466300,4618744,35479001,0,0,7367007,189379641,0,2365759,347093312,990351,13328491,188520143,10834708,46318941,0,0,0,9136741,191472304,0,1620460,0,0,0,7146854,469368993,0,0,0,0,0,3847941,43709186,3951494,7741895,0,0,4315991,126999227,0,-37385,190528349,26649088,231561561,0,0,186,2174,10113651,0,3338469,699651766,0,0,0,0,0,0,0,0,0,0,0,0,0
161,106361223,KAISER FOUNDATION HOSPITAL - FONTANA,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,San Bernardino,12 - Inland Counties,1209,Non Profit Corp.,Kaiser Foundation Health,Teaching,626-405-5000,9961 SIERRA AVENUE,FONTANA,92335,JULIE MILLER-PHIPPS,674,674,384,239,2370,172,792,0,0,184,3258,0,39,7054,0,1248,12420,1251,3118,0,0,730,12193,0,96,31056,0,721,17653,1186,10212,0,5,2165,37978,0,12522,82442,26062841,224129976,23701128,53810192,0,0,13695056,232822791,0,537133,574759117,5944267,153581125,6828557,57021277,0,28919,16976647,291258813,0,3779913,535419518,2508028,23814826,297588392,21611394,93204158,0,0,28919,13306467,293303343,0,2532255,0,0,0,15145669,763043451,0,0,0,0,0,7159025,77563598,8882598,15280030,0,0,14301033,223869586,0,79314,347135184,39765114,374271574,0,0,432,4288,16003102,0,4748810,992735910,0,0,0,0,0,0,0,0,0,0,0,0,0
162,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Alameda,05 - East Bay,421,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,39400 PASEO PADRE PARKWAY,FREMONT,94538,CARRIE PLIETZ,100,100,65,30,715,8,28,0,0,22,307,0,4,1114,0,193,3626,87,79,0,0,129,1695,0,15,5824,0,296,14800,258,2815,0,0,1420,37988,0,954,58531,3867675,68432185,978169,1856879,0,0,2190252,30530706,0,288556,108144422,1854424,55758528,1421367,8964649,0,0,4818963,98230932,0,1158742,172207605,787229,4496715,103151976,2502177,9147041,0,0,0,5360397,77585038,0,447937,0,0,0,2218177,205696687,0,0,0,0,0,1251100,20525535,336290,1584230,0,0,1482672,49491417,0,-15904,74655340,5137957,79627003,0,0,56,320,5349483,0,4201309,128768159,0,0,0,0,0,0,0,0,0,0,0,0,0
163,106104062,KAISER FOUNDATION HOSPITAL - FRESNO,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Fresno,09 - Central,605,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,7300 NORTH FRESNO STREET,FRESNO,93720,CARRIE PLIETZ,169,169,92,63,986,24,16,0,0,34,962,0,14,2099,0,224,4668,53,160,0,0,108,2966,0,72,8251,0,311,21585,581,416,0,0,2500,41207,0,682,67282,5256514,90685361,1235624,2577979,0,0,2361768,64270579,0,1239071,167626896,2093560,96128059,3668427,2212974,0,0,9829554,130491548,0,1670653,246094775,1515320,5700017,154918355,4021172,4297464,0,0,0,9011993,114367321,0,1445556,0,0,0,3741352,299018550,0,0,0,0,0,1578960,30523860,824970,120754,0,0,2586841,77781547,0,1286189,114703121,14885766,114006031,0,0,311,2146,14482199,0,2219868,61326747,0,0,0,0,0,0,0,0,0,0,0,0,0
164,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Kaiser Foundation Health,Teaching,626-405-5000,4867 SUNSET BOULEVARD,LOS ANGELES,90027,JULIE MILLER-PHIPPS,560,560,381,181,2178,113,395,0,0,104,3066,0,33,6070,0,1208,13423,807,1595,0,0,527,13580,0,150,31290,0,684,10409,832,4083,0,1,931,13780,0,703,31423,23902694,253492088,20015225,31345283,0,0,9497303,239471969,0,1295418,579019980,5219326,125949806,5412289,27582334,0,320,7867176,171637880,0,2365872,346035003,1253657,19348690,277315837,18998949,52747428,0,0,320,9354865,219604212,0,1801595,0,0,0,19126716,619552269,0,0,0,0,0,8398038,94809338,5447538,5154714,0,0,6287484,185246931,0,158671,305502714,28688527,304156956,0,0,170,1951,12305488,0,34730859,501751026,0,0,0,0,0,0,0,0,0,0,0,0,0
165,106394009,KAISER FOUNDATION HOSPITAL - MANTECA,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,San Joaquin,06 - North San Joaquin,507,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,1777 WEST YOSEMITE AVENUE,MANTECA,95337,CARRIE PLIETZ,213,213,144,81,1212,23,146,0,0,55,1939,0,23,3479,0,329,5411,109,432,0,0,163,6363,0,80,12887,0,349,10983,411,3236,0,0,1667,35391,0,811,52848,7186776,116091434,2015033,8871902,0,0,4058745,134750588,0,353253,273327731,4172618,105930469,2675415,16209181,0,0,10111136,231475760,0,2790084,373364663,2744633,8557563,181894228,3069531,22009298,0,0,0,10474612,207500491,0,2745846,0,0,0,7528222,446524424,0,0,0,0,0,2195751,39231229,1439080,2516668,0,0,3005901,151477608,0,301733,200167970,12707804,187751430,0,0,266,1786,12497588,0,4691087,265993807,0,0,0,0,0,0,0,0,0,0,0,0,0
166,106334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Riverside,12 - Inland Counties,1109,Non Profit Corp.,Kaiser Foundation Health,,626-405-5000,27300 IRIS AVENUE,MORENO VALLEY,92555,JULIE MILLER-PHIPPS,94,94,62,39,431,5,144,0,0,30,517,0,9,1175,0,118,2087,23,404,0,0,85,1194,0,16,3927,0,174,3180,321,3580,0,0,497,7519,0,339,15610,2587894,33783583,227122,7153515,0,0,1598663,21970382,0,197264,67518423,1254658,31859005,1683233,16677280,0,0,2969015,53410364,0,989684,108843239,287451,2886313,53753304,1079818,20929704,0,0,0,2750942,46374740,0,1243758,0,0,0,1419344,130725374,0,0,0,0,0,760476,11732886,775412,2617242,0,0,1403764,28259669,0,86839,45636288,1747530,54625507,0,0,0,0,0,0,12915646,201946916,0,0,0,0,0,0,0,0,0,0,0,0,0
167,106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Alameda,05 - East Bay,417,Non Profit Corp.,Kaiser Foundation Health,Teaching,510-987-4960,275 W. MACARTHUR BLVD.,OAKLAND,94611,CARRIE PLIETZ,365,365,257,346,1847,158,400,0,0,100,1941,0,63,4855,0,1798,10189,1091,2047,0,0,398,7280,0,277,23080,0,1448,21554,1721,9818,0,0,2397,46187,0,2071,85196,35742801,212566883,20594436,41768478,0,0,9586580,194806634,0,5485156,520550968,11879309,126061391,9506771,44406477,0,0,12539204,232347188,0,6203958,442944298,3794426,34300310,271949343,20577202,78231877,0,0,0,12384172,242651170,0,3040566,0,0,0,30887813,697816879,0,0,0,0,0,11754464,64295169,9197705,6268530,0,0,8391989,165837858,0,-67328,265678387,20096138,314732437,0,0,246,1958,20255458,0,4731472,891916131,0,0,0,0,0,0,0,0,0,0,0,0,0
168,106304409,KAISER FOUNDATION HOSPITAL - ORANGE CO - ANAHEIM,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Orange,13 - Orange,1011,Non Profit Corp.,Kaiser Foundation Health,Teaching,626-405-5000,3440 E LA PALMA AVE,ANAHEIM,92806,JULIE MILLER-PHIPPS,526,526,257,100,2091,47,510,0,0,121,3108,0,20,5997,0,528,9485,269,1836,0,0,547,10276,0,119,23060,0,348,18797,345,6317,0,0,1291,34741,0,498,62337,9513082,176617282,3978218,32198634,0,0,10802155,189829520,0,2848391,425787282,2720403,161481094,2096230,38211390,0,0,9962216,266710247,0,2023033,483204613,1093004,9556899,270842497,3666809,57000699,0,0,0,14614883,265608571,0,2213619,0,0,0,9803418,634400399,0,0,0,0,0,2483889,66393036,1831138,12348940,0,0,5017407,186542727,0,-25641,274591496,34556886,277595618,0,0,366,3415,18722668,0,1374413,792349621,0,0,0,0,0,0,0,0,0,0,0,0,0
169,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,905,Non Profit Corp.,Kaiser Foundation Health,,626-405-5000,13652 CANTARA STREET,PANORAMA CITY,91402,JULIE MILLER-PHIPPS,218,218,134,91,724,36,189,0,0,32,949,0,5,2026,0,539,2900,265,715,0,0,102,3307,0,17,7845,0,499,11015,574,4694,0,0,798,20514,0,283,38377,13341464,60892067,5443440,14172058,0,0,2361010,63803048,0,275628,160288715,6077096,90917282,3892391,24317818,0,0,5394198,115137002,0,1647899,247383686,429231,15288780,124943493,6549989,33203143,0,0,0,3173393,107124096,0,770053,0,0,0,4188578,295670756,0,0,0,0,0,3733741,26353393,2473335,4773136,0,0,4189626,70380715,0,97699,112001645,23098936,146940594,0,0,170,1759,15383366,0,765788,237061859,0,0,0,0,0,0,0,0,0,0,0,0,0
170,106414139,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,San Mateo,04 - West Bay,428,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,1100 VETERANS BLVD.,REDWOOD CITY,94063,CARRIE PLIETZ,153,153,75,53,767,18,104,0,0,19,1002,0,17,1980,0,245,3004,152,396,0,0,123,2711,0,44,6675,0,93,3827,103,1059,0,0,464,7380,0,248,13174,5894958,71228066,2668351,8228419,0,0,3046572,75931353,0,620786,167618505,1324423,50360853,891126,7545751,0,0,3194570,67910705,0,1154838,132382266,926610,5412969,98222848,2146378,13868294,0,0,0,3465895,78327536,0,1399954,0,0,0,3304902,207075386,0,0,0,0,0,1630768,22332534,1343456,1826911,0,0,2310531,63549140,0,-67955,92925385,4882304,107446175,0,0,88,565,4856917,0,996800,323594046,0,0,0,0,0,0,0,0,0,0,0,0,0
171,106334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Riverside,12 - Inland Counties,1111,Non Profit Corp.,Kaiser Foundation Health,,626-405-5000,10800 MAGNOLIA AVENUE,RIVERSIDE,92505,JULIE MILLER-PHIPPS,226,226,150,77,756,28,261,0,0,52,1241,0,15,2430,0,456,4236,255,901,0,0,195,4618,0,35,10696,0,477,19310,397,7610,0,0,1602,44641,0,614,74651,8482918,69558766,3523508,15179913,0,0,2855318,76419935,0,926034,176946392,3383391,90215835,1907821,24355170,0,0,6617684,150453952,0,1363856,278297709,814552,8805557,130730546,3188143,28850226,0,0,0,5190632,139314847,0,1209916,0,0,0,5197555,323301974,0,0,0,0,0,2532801,28423024,1982398,10110082,0,0,3367459,85444201,0,82162,131942127,49125266,195481758,0,0,1255,7437,35922875,0,13077752,299673422,0,0,0,0,0,0,0,0,0,0,0,0,0
172,106314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Placer,02 - Golden Empire,309,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,1600 EUREKA ROAD,ROSEVILLE,95661,CARRIE PLIETZ,352,352,268,198,1983,126,516,0,0,90,2725,0,31,5669,0,1033,9338,963,1725,0,0,335,10612,0,110,24116,0,341,12251,756,6312,0,0,1257,22859,0,970,44746,20574266,192006803,19714972,32264847,0,0,8627965,210142795,0,1877960,485209608,4918449,164954028,5835503,36955221,0,0,10011247,199438611,0,3442412,425555471,3406619,19563832,291581297,19491152,59177989,0,0,0,14000472,210842439,0,1541579,0,0,0,2671439,622276818,0,0,0,0,0,5624523,64370192,6270676,9565926,0,0,3573659,199477617,0,-394332,288488261,38440772,293448597,0,0,566,3960,37575576,0,10635766,316424670,0,0,0,0,0,0,0,0,0,0,0,0,0
173,106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Sacramento,02 - Golden Empire,311,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,2025 MORSE AVENUE,SACRAMENTO,95825,CARRIE PLIETZ,287,287,163,193,1512,64,400,0,0,38,702,0,30,2939,0,1121,7690,442,1819,0,0,175,3259,0,152,14658,0,1033,17934,1026,11427,0,1,1609,25884,0,1704,60618,23796427,166272163,10149215,38487059,0,0,4719616,94639283,0,503832,338567595,8298396,124950866,6098380,54697826,0,1363,8377728,150608080,0,4821653,357854292,3898071,24420413,233275939,8816058,84200590,0,0,1363,6459972,144174931,0,1304714,0,0,0,7430130,513982181,0,0,0,0,0,7256799,56399495,7159124,7514102,0,0,5564461,98276794,0,268931,182439706,24520713,199826876,0,0,561,4087,24167568,0,4380388,121743508,0,0,0,0,0,0,0,0,0,0,0,0,0
174,106370730,KAISER FOUNDATION HOSPITAL - SAN DIEGO,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Kaiser Foundation Health,Teaching,626-405-5000,4647 ZION AVENUE,SAN DIEGO,92120,JULIE MILLER-PHIPPS,596,596,302,207,2307,70,420,0,0,74,2626,0,20,5724,0,1019,9762,332,1376,0,0,310,9542,0,107,22448,0,497,17768,528,4991,0,1,1530,32519,0,1860,59694,19505307,188481807,5365163,23034946,0,0,7422283,171731240,0,2081778,417622524,5448811,203950496,3676791,36484061,0,7896,10824428,293696283,0,2293966,556382732,746594,19278859,316128097,6842419,47353941,0,0,7896,12832651,277405534,0,2940953,0,0,0,9188755,692725699,0,0,0,0,0,5300233,74581409,1726003,11360637,0,0,3882299,184494606,0,-65630,281279557,100100734,387842080,0,0,2083,9779,79906651,0,3933789,799087473,0,0,0,0,0,0,0,0,0,0,0,0,0
175,106380857,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,San Francisco,04 - West Bay,423,Non Profit Corp.,Kaiser Foundation Health,Teaching,510-987-4960,2425 GEARY BOULEVARD,SAN FRANCISCO,94115,CARRIE PLIETZ,239,239,161,63,1226,20,139,0,0,43,1416,0,15,2922,0,353,6979,79,591,0,0,191,6158,0,103,14454,0,169,4650,111,1172,0,0,579,9444,0,211,16336,8588988,154758419,1595333,11802470,0,0,5775764,131641975,0,632673,314795622,2310423,66838410,793627,9860857,0,0,4732925,102537720,0,1328523,188402485,759249,7573071,166652286,1439856,17637446,0,0,0,8042348,111540370,0,1006514,0,0,0,4846816,319497956,0,0,0,0,0,3274543,53141511,958708,3859767,0,0,1946883,120575062,0,-56323,183700151,10257497,179775876,0,0,113,798,9404279,0,6363194,226769134,0,0,0,0,0,0,0,0,0,0,0,0,0
176,106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Santa Clara,07 - Santa Clara,431,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,250 HOSPITAL PARKWAY,SAN JOSE,95119,CARRIE PLIETZ,247,247,122,94,1082,46,150,0,0,43,1273,0,14,2702,0,627,5559,219,580,0,0,137,3775,0,47,10944,0,287,8581,811,2391,0,0,1495,21201,0,487,35253,15285311,108934685,4383957,11511270,0,0,3492854,86448778,0,1123083,231179938,3357570,82248321,4469830,12467065,0,0,8981748,153130624,0,1932870,266588028,2045085,14553627,155638609,7248789,20075071,0,0,0,8704028,136562855,0,952784,0,0,0,4497670,350278518,0,0,0,0,0,3877457,34297833,1559907,3643980,0,0,2985860,100864332,0,260079,147489448,12514486,148317010,0,0,141,1058,12166770,0,2294338,53415562,0,0,0,0,0,0,0,0,0,0,0,0,0
177,106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Alameda,05 - East Bay,421,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,2500 MERCED STREET,SAN LEANDRO,94577,CARRIE PLIETZ,206,206,114,89,951,35,177,0,0,36,1439,0,25,2752,0,509,4576,160,605,0,0,147,4152,0,111,10260,0,336,9317,537,3404,0,0,1118,22660,0,641,38013,10796687,94984985,6205715,10512118,0,0,2683253,84227559,0,1913380,211323697,4798907,103398647,3255892,18791353,0,0,7581938,152106102,0,2446426,292379265,1761570,12089056,163157022,7531796,24398713,0,0,0,7409920,130435228,0,2187862,0,0,0,4776044,353747211,0,0,0,0,0,3333122,34143136,1908118,4608472,0,0,2383697,103673533,0,-94327,149955751,8080948,158718816,0,0,148,922,8550111,0,1711061,474887970,0,0,0,0,0,0,0,0,0,0,0,0,0
178,106210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Marin,04 - West Bay,405,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,99 MONTECILLO ROAD,SAN RAFAEL,94903,CARRIE PLIETZ,107,107,44,18,576,3,26,0,0,14,227,0,6,870,0,49,2744,63,143,0,0,36,863,0,12,3910,0,154,9142,41,1299,0,0,630,11270,0,457,22993,1623787,50609874,1502941,2248000,0,0,921471,17306378,0,423623,74636074,1538661,61528489,221897,6021978,0,0,2602335,55110345,0,1044140,128067845,367519,3077918,91737858,1304107,7043969,0,0,0,2758811,44135926,0,167987,0,0,0,2145658,152739753,0,0,0,0,0,700050,19583225,408515,1181474,0,0,581120,27529956,0,-20174,49964166,8338700,70993715,0,0,103,710,7530698,0,3497831,54845950,0,0,0,0,0,0,0,0,0,0,0,0,0
179,106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Santa Clara,07 - Santa Clara,429,Non Profit Corp.,Kaiser Foundation Health,Teaching,510-987-4960,700 LAWRENCE EXPRESSWAY,SANTA CLARA,95051,CARRIE PLIETZ,343,343,216,84,1579,45,153,0,0,74,2177,0,23,4135,0,571,8794,276,799,0,0,278,8534,0,108,19360,0,291,13496,497,2294,0,0,1573,30689,0,491,49331,12010435,198394157,11239683,18755084,0,0,7637524,225631887,0,1755414,475424184,4179520,157435580,3317780,16327023,0,0,10362396,242452078,0,2206163,436280540,2114650,11160948,281534890,13388328,27490421,0,0,0,13498260,263025944,0,1471816,0,0,0,10535700,624220957,0,0,0,0,0,4448779,71710559,3116999,7049960,0,0,3091329,197590033,0,476108,287483767,19831290,280174345,0,0,284,1996,19901369,0,5234506,301335436,0,0,0,0,0,0,0,0,0,0,0,0,0
180,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Sonoma,03 - North Bay,401,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,401 BICENTENNIAL WAY,SANTA ROSA,95403,CARRIE PLIETZ,172,172,109,59,1121,17,168,0,0,30,932,0,16,2343,0,372,5533,63,718,0,0,93,2909,0,78,9766,0,255,9510,119,2718,0,0,800,13838,0,348,27588,4085181,91272009,1640969,12361370,0,0,2487315,54571696,0,503424,166921964,2179993,92078866,705511,14753854,0,0,5175929,98513499,0,1478869,214886521,1202029,4732927,146140171,1079011,22556864,0,0,0,5639313,85024805,0,1118433,0,0,0,3461130,270954683,0,0,0,0,0,1399169,35947917,1055225,4273709,0,0,1638894,66528806,0,10082,110853802,7590193,116617955,0,0,155,1127,7279632,0,2721710,140807753,0,0,0,0,0,0,0,0,0,0,0,0,0
181,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Los Angeles,11 - Los Angeles,933,Non Profit Corp.,Kaiser Foundation Health,,626-405-5000,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,JULIE MILLER-PHIPPS,257,257,154,129,1286,47,218,0,0,43,1223,0,14,2960,0,690,6003,224,745,0,0,165,3894,0,65,11786,0,401,10987,425,4227,0,0,657,21886,0,608,39191,10940347,96733610,4334510,12943621,0,0,2635870,68874064,0,934369,197396391,3394438,100814637,2121113,25923737,0,0,5645876,164024086,0,1614285,303538172,865417,11003190,160399724,4193363,32206576,0,0,0,3704413,143447909,0,1392957,0,0,0,6386349,363599898,0,0,0,0,0,3127765,36231890,2069262,5775665,0,0,3977790,86124656,0,27637,137334665,19863867,160773813,0,0,148,1389,9278425,0,7285421,475129732,0,0,0,0,0,0,0,0,0,0,0,0,0
182,106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Sacramento,02 - Golden Empire,311,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,6600 BRUCEVILLE ROAD,SACRAMENTO,95823,CARRIE PLIETZ,241,241,180,278,1394,72,482,0,0,65,1170,0,46,3507,0,1839,7335,543,1945,0,0,398,3802,0,249,16111,0,933,11718,968,10316,0,1,1436,19792,0,1250,46414,42547424,178771526,13168146,48446761,0,0,8980785,103872879,0,1574780,397362301,11195046,120612716,7174565,57254567,0,525,9924197,148761638,0,5296271,360219525,4524434,42351734,246826460,11596925,94200484,0,0,523,8292258,142413831,0,2760331,0,0,0,11512622,564479602,0,0,0,0,0,11698072,48861076,8460254,9513249,0,0,8612053,106161778,0,-204258,193102224,13145637,204569077,0,0,294,2388,13410958,0,6920832,252326839,0,0,0,0,0,0,0,0,0,0,0,0,0
183,106410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,San Mateo,04 - West Bay,425,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,CARRIE PLIETZ,120,120,72,55,801,11,74,0,0,12,430,0,12,1395,0,276,3756,60,379,0,0,43,1895,0,52,6461,0,161,6673,135,1610,0,0,895,12099,0,366,21939,4616512,65144617,1189326,6299008,0,0,1112341,38761212,0,595762,117718778,1374645,45404420,875277,7976645,0,0,4304677,70409564,0,1520516,131865744,1072993,4618944,89746002,1282042,12424087,0,0,0,3715006,61877179,0,763607,0,0,0,2429860,177929720,0,0,0,0,0,1303135,20150196,718244,1816873,0,0,1407774,46194435,0,64145,71654802,6355596,79971188,0,0,93,607,6209103,0,1503362,74294801,0,0,0,0,0,0,0,0,0,0,0,0,0
184,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,20221,2022-01-01 0:00:00,2022-03-31 0:00:00,Open,Solano,03 - North Bay,408,Non Profit Corp.,Kaiser Foundation Health,,510-987-4960,1 QUALITY DRIVE,VACAVILLE,95688,CARRIE PLIETZ,144,144,73,65,581,6,132,0,0,33,581,0,11,1409,0,460,3335,37,574,0,0,178,1875,0,37,6496,0,404,9612,100,2868,0,0,1282,18440,0,367,33073,10146805,74463564,2288218,12823149,0,0,5256980,51130410,0,1843370,157952496,5687100,86086836,989670,16772626,0,0,6277863,109067473,0,1738034,226619602,1642689,12452626,133282457,1366563,25686116,0,0,0,7616726,96598965,0,955946,0,0,0,5102800,284704888,0,0,0,0,0,3104071,26321414,1660052,3687416,0,0,2815738,62318935,0,-40416,99867210,7663359,105589060,0,0,154,1087,7361378,0,2300135,210131666,0,0,0,0,0,0,0,0,0,0,0,0,0
